PWM;Distancia;Onda;Voltaje
5;5;590;0.06
10;5;590;0.46
15;5;590;0.91
20;5;590;1.46
25;5;590;1.11
30;5;590;1.43
35;5;590;1.88
40;5;590;2.53
45;5;590;1.64
50;5;590;2.01
55;5;590;2.49
60;5;590;3.08
65;5;590;1.98
70;5;590;2.35
75;5;590;2.84
80;5;590;3.29
85;5;590;2.21
90;5;590;2.58
95;5;590;3.08
100;5;590;3.44
105;5;590;2.85
110;5;590;2.7
115;5;590;3.14
120;5;590;3.61
125;5;590;3.39
130;5;590;2.74
135;5;590;3.13
140;5;590;3.71
145;5;590;3.61
150;5;590;3.3
155;5;590;3.1
160;5;590;3.61
165;5;590;3.72
170;5;590;3.6
175;5;590;3.1
180;5;590;3.54
185;5;590;3.78
190;5;590;3.73
195;5;590;3.59
200;5;590;3.46
205;5;590;3.83
210;5;590;3.8
215;5;590;3.75
220;5;590;3.56
225;5;590;3.85
230;5;590;3.85
235;5;590;3.83
240;5;590;3.8
245;5;590;3.87
250;5;590;3.88
255;5;590;3.87
5;5;590;0.15
10;5;590;0.5
15;5;590;1.02
20;5;590;1.53
25;5;590;1.19
30;5;590;1.56
35;5;590;2.07
40;5;590;2.33
45;5;590;1.71
50;5;590;2.09
55;5;590;2.63
60;5;590;2.79
65;5;590;2.05
70;5;590;2.45
75;5;590;3.01
80;5;590;3.08
85;5;590;2.3
90;5;590;2.71
95;5;590;3.29
100;5;590;3.28
105;5;590;2.47
110;5;590;2.83
115;5;590;3.33
120;5;590;3.54
125;5;590;3.15
130;5;590;2.85
135;5;590;3.31
140;5;590;3.67
145;5;590;3.52
150;5;590;2.89
155;5;590;3.26
160;5;590;3.74
165;5;590;3.68
170;5;590;3.47
175;5;590;3.24
180;5;590;3.79
185;5;590;3.76
190;5;590;3.68
195;5;590;3.39
200;5;590;3.68
205;5;590;3.81
210;5;590;3.78
215;5;590;3.7
220;5;590;3.59
225;5;590;3.85
230;5;590;3.84
235;5;590;3.82
240;5;590;3.75
245;5;590;3.87
250;5;590;3.87
255;5;590;3.87
5;5;590;0.5
10;5;590;0.76
15;5;590;1
20;5;590;1.68
25;5;590;1.14
30;5;590;1.48
35;5;590;1.9
40;5;590;2.49
45;5;590;1.58
50;5;590;1.89
55;5;590;2.28
60;5;590;2.82
65;5;590;2.81
70;5;590;2.11
75;5;590;2.45
80;5;590;2.95
85;5;590;3.31
90;5;590;2.43
95;5;590;2.57
100;5;590;3
105;5;590;3.55
110;5;590;3.33
115;5;590;2.53
120;5;590;2.86
125;5;590;3.29
130;5;590;3.63
135;5;590;3.48
140;5;590;2.92
145;5;590;3.09
150;5;590;3.58
155;5;590;3.69
160;5;590;3.57
165;5;590;3.18
170;5;590;3.31
175;5;590;3.78
180;5;590;3.74
185;5;590;3.67
190;5;590;3.44
195;5;590;3.5
200;5;590;3.81
205;5;590;3.79
210;5;590;3.75
215;5;590;3.61
220;5;590;3.73
225;5;590;3.84
230;5;590;3.83
235;5;590;3.82
240;5;590;3.77
245;5;590;3.87
250;5;590;3.87
255;5;590;3.87
5;5;590;0.48
10;5;590;0.68
15;5;590;0.96
20;5;590;1.55
25;5;590;1.1
30;5;590;1.42
35;5;590;1.81
40;5;590;2.34
45;5;590;2.21
50;5;590;1.81
55;5;590;2.17
60;5;590;2.66
65;5;590;3.05
70;5;590;2.03
75;5;590;2.36
80;5;590;2.8
85;5;590;3.42
90;5;590;2.9
95;5;590;2.47
100;5;590;2.87
105;5;590;3.4
110;5;590;3.43
115;5;590;2.91
120;5;590;2.76
125;5;590;3.16
130;5;590;3.66
135;5;590;3.54
140;5;590;3.19
145;5;590;2.98
150;5;590;3.41
155;5;590;3.71
160;5;590;3.63
165;5;590;3.39
170;5;590;3.2
175;5;590;3.68
180;5;590;3.75
185;5;590;3.7
190;5;590;3.54
195;5;590;3.39
200;5;590;3.82
205;5;590;3.8
210;5;590;3.77
215;5;590;3.68
220;5;590;3.57
225;5;590;3.84
230;5;590;3.84
235;5;590;3.82
240;5;590;3.79
245;5;590;3.79
250;5;590;3.87
255;5;590;3.87
5;5;590;0.47
10;5;590;0.78
15;5;590;0.92
20;5;590;1.47
25;5;590;1.07
30;5;590;1.38
35;5;590;1.75
40;5;590;2.25
45;5;590;2.53
50;5;590;1.76
55;5;590;2.11
60;5;590;2.55
65;5;590;3.2
70;5;590;2.15
75;5;590;2.29
80;5;590;2.7
85;5;590;3.29
90;5;590;3.09
95;5;590;2.4
100;5;590;2.78
105;5;590;3.24
110;5;590;3.5
115;5;590;3.16
120;5;590;2.68
125;5;590;3.05
130;5;590;3.59
135;5;590;3.58
140;5;590;3.32
145;5;590;2.91
150;5;590;3.3
155;5;590;3.72
160;5;590;3.66
165;5;590;3.49
170;5;590;3.09
175;5;590;3.52
180;5;590;3.77
185;5;590;3.72
190;5;590;3.61
195;5;590;3.29
200;5;590;3.78
205;5;590;3.8
210;5;590;3.78
215;5;590;3.71
220;5;590;3.47
225;5;590;3.84
230;5;590;3.84
235;5;590;3.83
240;5;590;3.81
245;5;590;3.74
250;5;590;3.87
255;5;590;3.87
5;7.5;590;0.15
10;7.5;590;0.53
15;7.5;590;0.97
20;7.5;590;1.5
25;7.5;590;1.23
30;7.5;590;1.56
35;7.5;590;1.98
40;7.5;590;2.56
45;7.5;590;1.81
50;7.5;590;2.16
55;7.5;590;2.59
60;7.5;590;3.09
65;7.5;590;2.17
70;7.5;590;2.5
75;7.5;590;2.92
80;7.5;590;3.32
85;7.5;590;2.41
90;7.5;590;2.74
95;7.5;590;3.17
100;7.5;590;3.47
105;7.5;590;2.99
110;7.5;590;2.86
115;7.5;590;3.24
120;7.5;590;3.64
125;7.5;590;3.44
130;7.5;590;2.92
135;7.5;590;3.26
140;7.5;590;3.74
145;7.5;590;3.64
150;7.5;590;3.38
155;7.5;590;3.25
160;7.5;590;3.67
165;7.5;590;3.75
170;7.5;590;3.64
175;7.5;590;3.26
180;7.5;590;3.64
185;7.5;590;3.82
190;7.5;590;3.77
195;7.5;590;3.64
200;7.5;590;3.59
205;7.5;590;3.87
210;7.5;590;3.84
215;7.5;590;3.8
220;7.5;590;3.64
225;7.5;590;3.9
230;7.5;590;3.89
235;7.5;590;3.88
240;7.5;590;3.85
245;7.5;590;3.91
250;7.5;590;3.92
255;7.5;590;3.92
5;7.5;590;0.55
10;7.5;590;0.65
15;7.5;590;1.08
20;7.5;590;1.56
25;7.5;590;1.32
30;7.5;590;1.69
35;7.5;590;2.15
40;7.5;590;2.39
45;7.5;590;1.88
50;7.5;590;2.24
55;7.5;590;2.71
60;7.5;590;2.83
65;7.5;590;2.24
70;7.5;590;2.59
75;7.5;590;3.06
80;7.5;590;3.13
85;7.5;590;2.48
90;7.5;590;2.83
95;7.5;590;3.32
100;7.5;590;3.34
105;7.5;590;2.65
110;7.5;590;2.96
115;7.5;590;3.38
120;7.5;590;3.58
125;7.5;590;3.27
130;7.5;590;3
135;7.5;590;3.38
140;7.5;590;3.7
145;7.5;590;3.57
150;7.5;590;3.12
155;7.5;590;3.36
160;7.5;590;3.78
165;7.5;590;3.72
170;7.5;590;3.57
175;7.5;590;3.34
180;7.5;590;3.77
185;7.5;590;3.8
190;7.5;590;3.74
195;7.5;590;3.54
200;7.5;590;3.7
205;7.5;590;3.86
210;7.5;590;3.83
215;7.5;590;3.76
220;7.5;590;3.66
225;7.5;590;3.89
230;7.5;590;3.88
235;7.5;590;3.87
240;7.5;590;3.82
245;7.5;590;3.91
250;7.5;590;3.91
255;7.5;590;3.92
5;7.5;590;0.55
10;7.5;590;0.75
15;7.5;590;1.05
20;7.5;590;1.65
25;7.5;590;1.27
30;7.5;590;1.59
35;7.5;590;1.97
40;7.5;590;2.47
45;7.5;590;1.94
50;7.5;590;2.04
55;7.5;590;2.38
60;7.5;590;2.83
65;7.5;590;2.97
70;7.5;590;2.27
75;7.5;590;2.59
80;7.5;590;2.98
85;7.5;590;3.38
90;7.5;590;2.77
95;7.5;590;2.72
100;7.5;590;3.08
105;7.5;590;3.55
110;7.5;590;3.4
115;7.5;590;2.83
120;7.5;590;3
125;7.5;590;3.36
130;7.5;590;3.67
135;7.5;590;3.53
140;7.5;590;3.14
145;7.5;590;3.21
150;7.5;590;3.6
155;7.5;590;3.73
160;7.5;590;3.63
165;7.5;590;3.36
170;7.5;590;3.41
175;7.5;590;3.82
180;7.5;590;3.79
185;7.5;590;3.72
190;7.5;590;3.55
195;7.5;590;3.58
200;7.5;590;3.86
205;7.5;590;3.84
210;7.5;590;3.8
215;7.5;590;3.7
220;7.5;590;3.76
225;7.5;590;3.89
230;7.5;590;3.88
235;7.5;590;3.87
240;7.5;590;3.84
245;7.5;590;3.91
250;7.5;590;3.92
255;7.5;590;3.92
5;7.5;590;0.53
10;7.5;590;0.8
15;7.5;590;1.02
20;7.5;590;1.56
25;7.5;590;1.24
30;7.5;590;1.55
35;7.5;590;1.91
40;7.5;590;2.37
45;7.5;590;2.45
50;7.5;590;1.97
55;7.5;590;2.3
60;7.5;590;2.72
65;7.5;590;3.13
70;7.5;590;2.21
75;7.5;590;2.5
80;7.5;590;2.87
85;7.5;590;3.38
90;7.5;590;3.08
95;7.5;590;2.63
100;7.5;590;2.97
105;7.5;590;3.38
110;7.5;590;3.5
115;7.5;590;3.14
120;7.5;590;2.9
125;7.5;590;3.23
130;7.5;590;3.67
135;7.5;590;3.6
140;7.5;590;3.36
145;7.5;590;3.11
150;7.5;590;3.45
155;7.5;590;3.76
160;7.5;590;3.7
165;7.5;590;3.52
170;7.5;590;3.29
175;7.5;590;3.66
180;7.5;590;3.81
185;7.5;590;3.76
190;7.5;590;3.65
195;7.5;590;3.47
200;7.5;590;3.86
205;7.5;590;3.85
210;7.5;590;3.83
215;7.5;590;3.76
220;7.5;590;3.62
225;7.5;590;3.89
230;7.5;590;3.89
235;7.5;590;3.88
240;7.5;590;3.86
245;7.5;590;3.8
250;7.5;590;3.92
255;7.5;590;3.92
5;7.5;590;0.52
10;7.5;590;0.82
15;7.5;590;0.98
20;7.5;590;1.48
25;7.5;590;1.53
30;7.5;590;1.49
35;7.5;590;1.84
40;7.5;590;2.26
45;7.5;590;2.79
50;7.5;590;1.92
55;7.5;590;2.22
60;7.5;590;2.6
65;7.5;590;3.12
70;7.5;590;2.63
75;7.5;590;2.42
80;7.5;590;2.77
85;7.5;590;3.22
90;7.5;590;3.26
95;7.5;590;2.55
100;7.5;590;2.86
105;7.5;590;3.23
110;7.5;590;3.58
115;7.5;590;3.36
120;7.5;590;2.81
125;7.5;590;3.1
130;7.5;590;3.49
135;7.5;590;3.66
140;7.5;590;3.49
145;7.5;590;3.01
150;7.5;590;3.33
155;7.5;590;3.75
160;7.5;590;3.72
165;7.5;590;3.61
170;7.5;590;3.24
175;7.5;590;3.53
180;7.5;590;3.82
185;7.5;590;3.78
190;7.5;590;3.7
195;7.5;590;3.48
200;7.5;590;3.71
205;7.5;590;3.86
210;7.5;590;3.84
215;7.5;590;3.79
220;7.5;590;3.68
225;7.5;590;3.89
230;7.5;590;3.89
235;7.5;590;3.89
240;7.5;590;3.87
245;7.5;590;3.84
250;7.5;590;3.92
255;7.5;590;3.92
5;10;590;0.04
10;10;590;0.51
15;10;590;0.95
20;10;590;1.45
25;10;590;1.23
30;10;590;1.55
35;10;590;1.96
40;10;590;2.49
45;10;590;1.82
50;10;590;2.16
55;10;590;2.56
60;10;590;3.03
65;10;590;2.18
70;10;590;2.5
75;10;590;2.89
80;10;590;3.26
85;10;590;2.42
90;10;590;2.74
95;10;590;3.14
100;10;590;3.41
105;10;590;2.96
110;10;590;2.87
115;10;590;3.22
120;10;590;3.59
125;10;590;3.39
130;10;590;2.93
135;10;590;3.25
140;10;590;3.7
145;10;590;3.6
150;10;590;3.36
155;10;590;3.25
160;10;590;3.64
165;10;590;3.71
170;10;590;3.61
175;10;590;3.27
180;10;590;3.6
185;10;590;3.78
190;10;590;3.74
195;10;590;3.63
200;10;590;3.56
205;10;590;3.83
210;10;590;3.81
215;10;590;3.77
220;10;590;3.65
225;10;590;3.87
230;10;590;3.86
235;10;590;3.85
240;10;590;3.83
245;10;590;3.87
250;10;590;3.89
255;10;590;3.9
5;10;590;0.54
10;10;590;0.9
15;10;590;1.05
20;10;590;1.63
25;10;590;1.31
30;10;590;1.67
35;10;590;2.09
40;10;590;2.37
45;10;590;1.89
50;10;590;2.22
55;10;590;2.65
60;10;590;2.8
65;10;590;2.24
70;10;590;2.58
75;10;590;3.01
80;10;590;3.1
85;10;590;2.49
90;10;590;2.82
95;10;590;3.26
100;10;590;3.3
105;10;590;2.65
110;10;590;2.95
115;10;590;3.33
120;10;590;3.54
125;10;590;3.26
130;10;590;3
135;10;590;3.36
140;10;590;3.67
145;10;590;3.53
150;10;590;3.16
155;10;590;3.35
160;10;590;3.75
165;10;590;3.68
170;10;590;3.53
175;10;590;3.34
180;10;590;3.74
185;10;590;3.77
190;10;590;3.71
195;10;590;3.53
200;10;590;3.68
205;10;590;3.83
210;10;590;3.8
215;10;590;3.74
220;10;590;3.64
225;10;590;3.86
230;10;590;3.85
235;10;590;3.84
240;10;590;3.8
245;10;590;3.89
250;10;590;3.89
255;10;590;3.9
5;10;590;0.54
10;10;590;0.83
15;10;590;1.03
20;10;590;1.59
25;10;590;1.27
30;10;590;1.58
35;10;590;1.95
40;10;590;2.41
45;10;590;1.96
50;10;590;2.04
55;10;590;2.36
60;10;590;2.77
65;10;590;2.92
70;10;590;2.28
75;10;590;2.58
80;10;590;2.95
85;10;590;3.32
90;10;590;2.79
95;10;590;2.71
100;10;590;3.05
105;10;590;3.47
110;10;590;3.38
115;10;590;2.91
120;10;590;2.98
125;10;590;3.3
130;10;590;3.64
135;10;590;3.51
140;10;590;3.2
145;10;590;3.18
150;10;590;3.53
155;10;590;3.7
160;10;590;3.61
165;10;590;3.38
170;10;590;3.38
175;10;590;3.75
180;10;590;3.76
185;10;590;3.7
190;10;590;3.56
195;10;590;3.54
200;10;590;3.83
205;10;590;3.81
210;10;590;3.77
215;10;590;3.7
220;10;590;3.71
225;10;590;3.86
230;10;590;3.85
235;10;590;3.84
240;10;590;3.82
245;10;590;3.88
250;10;590;3.89
255;10;590;3.9
5;10;590;0.52
10;10;590;0.91
15;10;590;0.99
20;10;590;1.5
25;10;590;1.23
30;10;590;1.53
35;10;590;1.88
40;10;590;2.3
45;10;590;2.48
50;10;590;1.97
55;10;590;2.28
60;10;590;2.66
65;10;590;3.1
70;10;590;2.22
75;10;590;2.5
80;10;590;2.85
85;10;590;3.32
90;10;590;3.05
95;10;590;2.63
100;10;590;2.95
105;10;590;3.33
110;10;590;3.46
115;10;590;3.13
120;10;590;2.9
125;10;590;3.21
130;10;590;3.61
135;10;590;3.57
140;10;590;3.35
145;10;590;3.09
150;10;590;3.42
155;10;590;3.72
160;10;590;3.65
165;10;590;3.5
170;10;590;3.28
175;10;590;3.63
180;10;590;3.77
185;10;590;3.72
190;10;590;3.62
195;10;590;3.45
200;10;590;3.82
205;10;590;3.82
210;10;590;3.79
215;10;590;3.74
220;10;590;3.59
225;10;590;3.86
230;10;590;3.86
235;10;590;3.85
240;10;590;3.83
245;10;590;3.78
250;10;590;3.89
255;10;590;3.9
5;10;590;0.51
10;10;590;0.81
15;10;590;0.96
20;10;590;1.44
25;10;590;1.54
30;10;590;1.5
35;10;590;1.82
40;10;590;2.21
45;10;590;2.75
50;10;590;1.92
55;10;590;2.21
60;10;590;2.56
65;10;590;3.02
70;10;590;2.68
75;10;590;2.42
80;10;590;2.75
85;10;590;3.16
90;10;590;3.23
95;10;590;2.56
100;10;590;2.85
105;10;590;3.19
110;10;590;3.53
115;10;590;3.32
120;10;590;2.81
125;10;590;3.09
130;10;590;3.46
135;10;590;3.61
140;10;590;3.46
145;10;590;3.02
150;10;590;3.31
155;10;590;3.7
160;10;590;3.69
165;10;590;3.58
170;10;590;3.28
175;10;590;3.49
180;10;590;3.79
185;10;590;3.75
190;10;590;3.69
195;10;590;3.49
200;10;590;3.68
205;10;590;3.83
210;10;590;3.81
215;10;590;3.77
220;10;590;3.67
225;10;590;3.85
230;10;590;3.86
235;10;590;3.86
240;10;590;3.85
245;10;590;3.82
250;10;590;3.89
255;10;590;3.9
5;12.5;590;0.01
10;12.5;590;0.46
15;12.5;590;0.88
20;12.5;590;1.34
25;12.5;590;1.16
30;12.5;590;1.47
35;12.5;590;1.84
40;12.5;590;2.35
45;12.5;590;1.73
50;12.5;590;2.05
55;12.5;590;2.44
60;12.5;590;2.87
65;12.5;590;2.09
70;12.5;590;2.4
75;12.5;590;2.79
80;12.5;590;3.12
85;12.5;590;2.34
90;12.5;590;2.64
95;12.5;590;3.04
100;12.5;590;3.28
105;12.5;590;2.82
110;12.5;590;2.79
115;12.5;590;3.13
120;12.5;590;3.48
125;12.5;590;3.26
130;12.5;590;2.84
135;12.5;590;3.16
140;12.5;590;3.6
145;12.5;590;3.49
150;12.5;590;3.24
155;12.5;590;3.17
160;12.5;590;3.55
165;12.5;590;3.62
170;12.5;590;3.51
175;12.5;590;3.17
180;12.5;590;3.52
185;12.5;590;3.7
190;12.5;590;3.65
195;12.5;590;3.53
200;12.5;590;3.48
205;12.5;590;3.75
210;12.5;590;3.72
215;12.5;590;3.68
220;12.5;590;3.56
225;12.5;590;3.78
230;12.5;590;3.78
235;12.5;590;3.76
240;12.5;590;3.74
245;12.5;590;3.8
250;12.5;590;3.81
255;12.5;590;3.81
5;12.5;590;0.49
10;12.5;590;0.73
15;12.5;590;0.96
20;12.5;590;1.47
25;12.5;590;1.23
30;12.5;590;1.57
35;12.5;590;1.98
40;12.5;590;2.23
45;12.5;590;1.79
50;12.5;590;2.11
55;12.5;590;2.51
60;12.5;590;2.7
65;12.5;590;2.14
70;12.5;590;2.46
75;12.5;590;2.87
80;12.5;590;3.01
85;12.5;590;2.38
90;12.5;590;2.71
95;12.5;590;3.13
100;12.5;590;3.2
105;12.5;590;2.57
110;12.5;590;2.84
115;12.5;590;3.22
120;12.5;590;3.44
125;12.5;590;3.17
130;12.5;590;2.89
135;12.5;590;3.25
140;12.5;590;3.57
145;12.5;590;3.44
150;12.5;590;3.1
155;12.5;590;3.24
160;12.5;590;3.66
165;12.5;590;3.59
170;12.5;590;3.45
175;12.5;590;3.25
180;12.5;590;3.63
185;12.5;590;3.68
190;12.5;590;3.62
195;12.5;590;3.45
200;12.5;590;3.58
205;12.5;590;3.73
210;12.5;590;3.71
215;12.5;590;3.65
220;12.5;590;3.54
225;12.5;590;3.78
230;12.5;590;3.77
235;12.5;590;3.75
240;12.5;590;3.72
245;12.5;590;3.81
250;12.5;590;3.81
255;12.5;590;3.81
5;12.5;590;0.49
10;12.5;590;0.79
15;12.5;590;0.94
20;12.5;590;1.46
25;12.5;590;1.19
30;12.5;590;1.49
35;12.5;590;1.83
40;12.5;590;2.27
45;12.5;590;1.89
50;12.5;590;1.94
55;12.5;590;2.25
60;12.5;590;2.65
65;12.5;590;2.78
70;12.5;590;2.19
75;12.5;590;2.48
80;12.5;590;2.84
85;12.5;590;3.2
90;12.5;590;2.67
95;12.5;590;2.61
100;12.5;590;2.95
105;12.5;590;3.35
110;12.5;590;3.26
115;12.5;590;2.82
120;12.5;590;2.88
125;12.5;590;3.2
130;12.5;590;3.53
135;12.5;590;3.41
140;12.5;590;3.11
145;12.5;590;3.09
150;12.5;590;3.44
155;12.5;590;3.6
160;12.5;590;3.51
165;12.5;590;3.28
170;12.5;590;3.28
175;12.5;590;3.66
180;12.5;590;3.67
185;12.5;590;3.6
190;12.5;590;3.47
195;12.5;590;3.45
200;12.5;590;3.74
205;12.5;590;3.72
210;12.5;590;3.69
215;12.5;590;3.61
220;12.5;590;3.62
225;12.5;590;3.77
230;12.5;590;3.77
235;12.5;590;3.75
240;12.5;590;3.73
245;12.5;590;3.79
250;12.5;590;3.81
255;12.5;590;3.81
5;12.5;590;0.47
10;12.5;590;0.82
15;12.5;590;0.91
20;12.5;590;1.38
25;12.5;590;1.16
30;12.5;590;1.45
35;12.5;590;1.77
40;12.5;590;2.17
45;12.5;590;2.32
50;12.5;590;1.88
55;12.5;590;2.17
60;12.5;590;2.54
65;12.5;590;2.97
70;12.5;590;2.13
75;12.5;590;2.4
80;12.5;590;2.74
85;12.5;590;3.2
90;12.5;590;2.92
95;12.5;590;2.54
100;12.5;590;2.85
105;12.5;590;3.23
110;12.5;590;3.34
115;12.5;590;3.01
120;12.5;590;2.82
125;12.5;590;3.12
130;12.5;590;3.52
135;12.5;590;3.45
140;12.5;590;3.23
145;12.5;590;3.02
150;12.5;590;3.34
155;12.5;590;3.62
160;12.5;590;3.55
165;12.5;590;3.38
170;12.5;590;3.21
175;12.5;590;3.56
180;12.5;590;3.68
185;12.5;590;3.63
190;12.5;590;3.52
195;12.5;590;3.38
200;12.5;590;3.74
205;12.5;590;3.73
210;12.5;590;3.7
215;12.5;590;3.64
220;12.5;590;3.52
225;12.5;590;3.78
230;12.5;590;3.77
235;12.5;590;3.76
240;12.5;590;3.75
245;12.5;590;3.7
250;12.5;590;3.81
255;12.5;590;3.82
5;12.5;590;0.46
10;12.5;590;0.8
15;12.5;590;0.88
20;12.5;590;1.33
25;12.5;590;1.4
30;12.5;590;1.41
35;12.5;590;1.72
40;12.5;590;2.1
45;12.5;590;2.58
50;12.5;590;1.83
55;12.5;590;2.12
60;12.5;590;2.46
65;12.5;590;2.92
70;12.5;590;2.5
75;12.5;590;2.34
80;12.5;590;2.65
85;12.5;590;3.06
90;12.5;590;3.08
95;12.5;590;2.47
100;12.5;590;2.77
105;12.5;590;3.1
110;12.5;590;3.41
115;12.5;590;3.19
120;12.5;590;2.73
125;12.5;590;3.02
130;12.5;590;3.39
135;12.5;590;3.5
140;12.5;590;3.33
145;12.5;590;2.94
150;12.5;590;3.24
155;12.5;590;3.64
160;12.5;590;3.58
165;12.5;590;3.47
170;12.5;590;3.15
175;12.5;590;3.42
180;12.5;590;3.7
185;12.5;590;3.66
190;12.5;590;3.58
195;12.5;590;3.38
200;12.5;590;3.61
205;12.5;590;3.74
210;12.5;590;3.71
215;12.5;590;3.68
220;12.5;590;3.57
225;12.5;590;3.78
230;12.5;590;3.78
235;12.5;590;3.77
240;12.5;590;3.76
245;12.5;590;3.73
250;12.5;590;3.81
255;12.5;590;3.81
5;15;590;0.41
10;15;590;0.63
15;15;590;0.77
20;15;590;1.19
25;15;590;1.05
30;15;590;1.34
35;15;590;1.69
40;15;590;2.17
45;15;590;1.6
50;15;590;1.91
55;15;590;2.27
60;15;590;2.68
65;15;590;1.96
70;15;590;2.25
75;15;590;2.61
80;15;590;2.95
85;15;590;2.19
90;15;590;2.49
95;15;590;2.88
100;15;590;3.12
105;15;590;2.68
110;15;590;2.64
115;15;590;2.98
120;15;590;3.32
125;15;590;3.11
130;15;590;2.7
135;15;590;3.02
140;15;590;3.45
145;15;590;3.34
150;15;590;3.1
155;15;590;3.03
160;15;590;3.42
165;15;590;3.48
170;15;590;3.36
175;15;590;3.04
180;15;590;3.39
185;15;590;3.57
190;15;590;3.51
195;15;590;3.39
200;15;590;3.36
205;15;590;3.62
210;15;590;3.6
215;15;590;3.55
220;15;590;3.44
225;15;590;3.66
230;15;590;3.66
235;15;590;3.64
240;15;590;3.62
245;15;590;3.67
250;15;590;3.69
255;15;590;3.7
5;15;590;0.43
10;15;590;0.65
15;15;590;0.85
20;15;590;1.3
25;15;590;1.11
30;15;590;1.42
35;15;590;1.8
40;15;590;2.02
45;15;590;1.65
50;15;590;1.96
55;15;590;2.35
60;15;590;2.47
65;15;590;2
70;15;590;2.32
75;15;590;2.72
80;15;590;2.79
85;15;590;2.25
90;15;590;2.57
95;15;590;2.99
100;15;590;3.02
105;15;590;2.42
110;15;590;2.71
115;15;590;3.07
120;15;590;3.27
125;15;590;3
130;15;590;2.77
135;15;590;3.12
140;15;590;3.42
145;15;590;3.28
150;15;590;2.95
155;15;590;3.11
160;15;590;3.52
165;15;590;3.45
170;15;590;3.3
175;15;590;3.11
180;15;590;3.5
185;15;590;3.54
190;15;590;3.48
195;15;590;3.32
200;15;590;3.46
205;15;590;3.61
210;15;590;3.58
215;15;590;3.52
220;15;590;3.42
225;15;590;3.66
230;15;590;3.65
235;15;590;3.63
240;15;590;3.6
245;15;590;3.69
250;15;590;3.69
255;15;590;3.7
5;15;590;0.42
10;15;590;0.75
15;15;590;0.83
20;15;590;1.3
25;15;590;1.07
30;15;590;1.35
35;15;590;1.68
40;15;590;2.09
45;15;590;1.71
50;15;590;1.79
55;15;590;2.1
60;15;590;2.47
65;15;590;2.6
70;15;590;2.05
75;15;590;2.33
80;15;590;2.67
85;15;590;3.02
90;15;590;2.5
95;15;590;2.48
100;15;590;2.81
105;15;590;3.21
110;15;590;3.08
115;15;590;2.62
120;15;590;2.76
125;15;590;3.08
130;15;590;3.37
135;15;590;3.23
140;15;590;2.89
145;15;590;2.98
150;15;590;3.34
155;15;590;3.45
160;15;590;3.35
165;15;590;3.11
170;15;590;3.18
175;15;590;3.56
180;15;590;3.52
185;15;590;3.46
190;15;590;3.31
195;15;590;3.34
200;15;590;3.61
205;15;590;3.59
210;15;590;3.55
215;15;590;3.47
220;15;590;3.52
225;15;590;3.65
230;15;590;3.65
235;15;590;3.63
240;15;590;3.61
245;15;590;3.69
250;15;590;3.69
255;15;590;3.7
5;15;590;0.42
10;15;590;0.71
15;15;590;0.8
20;15;590;1.24
25;15;590;1.05
30;15;590;1.32
35;15;590;1.63
40;15;590;2.02
45;15;590;2.04
50;15;590;1.75
55;15;590;2.05
60;15;590;2.41
65;15;590;2.71
70;15;590;2.01
75;15;590;2.28
80;15;590;2.61
85;15;590;3.08
90;15;590;2.67
95;15;590;2.43
100;15;590;2.74
105;15;590;3.12
110;15;590;3.14
115;15;590;2.78
120;15;590;2.7
125;15;590;3.01
130;15;590;3.4
135;15;590;3.27
140;15;590;3.03
145;15;590;2.92
150;15;590;3.24
155;15;590;3.48
160;15;590;3.39
165;15;590;3.2
170;15;590;3.12
175;15;590;3.48
180;15;590;3.54
185;15;590;3.48
190;15;590;3.36
195;15;590;3.28
200;15;590;3.61
205;15;590;3.6
210;15;590;3.57
215;15;590;3.5
220;15;590;3.44
225;15;590;3.66
230;15;590;3.65
235;15;590;3.64
240;15;590;3.62
245;15;590;3.62
250;15;590;3.69
255;15;590;3.7
5;15;590;0.41
10;15;590;0.69
15;15;590;0.79
20;15;590;1.21
25;15;590;1.03
30;15;590;1.3
35;15;590;1.6
40;15;590;1.97
45;15;590;2.22
50;15;590;1.73
55;15;590;2
60;15;590;2.35
65;15;590;2.82
70;15;590;2.1
75;15;590;2.23
80;15;590;2.56
85;15;590;2.99
90;15;590;2.81
95;15;590;2.38
100;15;590;2.67
105;15;590;3.02
110;15;590;3.2
115;15;590;2.92
120;15;590;2.65
125;15;590;2.95
130;15;590;3.33
135;15;590;3.32
140;15;590;3.11
145;15;590;2.86
150;15;590;3.17
155;15;590;3.49
160;15;590;3.42
165;15;590;3.28
170;15;590;3.04
175;15;590;3.36
180;15;590;3.55
185;15;590;3.5
190;15;590;3.41
195;15;590;3.21
200;15;590;3.57
205;15;590;3.6
210;15;590;3.58
215;15;590;3.53
220;15;590;3.4
225;15;590;3.66
230;15;590;3.65
235;15;590;3.65
240;15;590;3.63
245;15;590;3.6
250;15;590;3.69
255;15;590;3.7
5;5;625;0.01
10;5;625;0.27
15;5;625;0.55
20;5;625;0.93
25;5;625;0.76
30;5;625;1.03
35;5;625;1.39
40;5;625;1.76
45;5;625;1.27
50;5;625;1.61
55;5;625;2.08
60;5;625;1.71
65;5;625;1.65
70;5;625;2.03
75;5;625;2.62
80;5;625;1.9
85;5;625;1.96
90;5;625;2.39
95;5;625;2.77
100;5;625;2.02
105;5;625;2.22
110;5;625;2.66
